"Figure","Major_cell_type","Cell_subtype","Cancer_type","Observed_cell_count","Expected_cell_count","Ro_e","Ro_e_display","Ro_e_symbol","N_samples","N_datasets","Chi_square_statistic","Chi_square_df","Chi_square_p_value"
"Supplementary Fig. 6e","Epithelial","Epi_TNF","HNCA",326,2607.52127467407,0.125022949253117,0.13,"±",15,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","KICA",280,2610.0652971478,0.107277009623466,0.11,"±",16,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","LICA",656,3372.55971297409,0.194511011169468,0.19,"±",14,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","LUCA",555,4728.21840877522,0.117380364445509,0.12,"±",34,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","OVCA",17267,5000.12353076746,3.45331468187742,3.45,"+++",60,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","PACA",634,9052.85309231795,0.0700331700442592,0.07,"±",29,4,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","PRCA",268,3259.80863693839,0.0822134149112831,0.08,"±",31,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","SKCA",20,2790.38561008577,0.00716746815483514,0.01,"±",13,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","STCA",662,3218.08666836922,0.205712296846086,0.21,"+",31,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","THCA",3624,4523.88252368524,0.801081809933433,0.8,"+",26,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_TNF","UECA",4761,939.558379997882,5.06727426560841,5.07,"+++",6,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","BRCA",5677,10485.5578676741,0.541411346124141,0.54,"+",76,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","COCA",1,1306.58423288465,0.000765354406422173,0,"±",1,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","HNCA",169,1322.79393059803,0.127759884658373,0.13,"±",11,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","KICA",306,1324.08451162617,0.231103073340981,0.23,"+",13,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","LICA",10907,1710.89745737902,6.37501678020423,6.38,"+++",54,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","LUCA",9351,2398.62227565201,3.8984879340613,3.9,"+++",50,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","OVCA",1461,2536.55957593916,0.575977009906841,0.58,"+",49,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","PACA",3519,4592.50677700055,0.766248188815591,0.77,"+",34,4,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","PRCA",479,1653.69890621204,0.289653695845513,0.29,"+",35,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","SKCA",40,1415.56089490043,0.0282573502447689,0.03,"±",9,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","STCA",753,1632.53337735062,0.461246312294098,0.46,"+",34,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","THCA",395,2294.96280747214,0.172116079055366,0.17,"±",14,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_Xenobiotic","UECA",93,476.6373853111,0.195116881021196,0.2,"±",6,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","BRCA",8410,12043.3200014949,0.698312425390679,0.7,"+",79,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","COCA",21,1500.69383280492,0.0139935272211716,0.01,"±",13,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","HNCA",439,1519.31168596575,0.288946635542363,0.29,"+",17,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","KICA",121,1520.7939991155,0.0795637016389951,0.08,"±",13,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","LICA",6212,1965.07289635798,3.16120588275028,3.16,"+++",11,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","LUCA",916,2754.96792759572,0.332490259078769,0.33,"+",37,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","OVCA",10467,2913.39755704079,3.59271256156046,3.59,"+++",61,7,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","PACA",583,5274.78169711541,0.110525901065976,0.11,"±",22,3,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","PRCA",68,1899.37677756115,0.0358012169061653,0.04,"±",30,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","SKCA",6,1625.86035516964,0.00369035383692221,0,"±",3,1,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","STCA",1631,1875.06684190528,0.86983565788125,0.87,"+",46,4,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","THCA",8644,2635.90853540796,3.27932471247989,3.28,"+++",30,2,1468203.37786152,192,0
"Supplementary Fig. 6e","Epithelial","Epi_cEMT","UECA",558,547.447892464947,1.01927509025113,1.02,"++",6,1,1468203.37786152,192,0
"Supplementary Fig. 6e","T cell","CD16+ NK","BRCA",1172,2668.41739217533,0.439211647861644,0.44,"+",50,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","COCA",593,1847.02700083379,0.321056486847407,0.32,"+",58,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","HNCA",1712,3775.15800929084,0.453490952110266,0.45,"+",49,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","KICA",1916,991.5071089021,1.93241176265654,1.93,"++",21,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","LICA",2217,2163.48125047375,1.0247373299466,1.02,"++",46,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","LUCA",13568,6232.95975863301,2.17681495235189,2.18,"++",77,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","OVCA",3015,3886.25139146066,0.775811880473025,0.78,"+",67,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","PACA",4825,3168.52338682606,1.52279134819114,1.52,"++",35,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","PRCA",2274,4136.62286002014,0.549723790867637,0.55,"+",44,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","SKCA",51,88.2696103910167,0.577775292924487,0.58,"+",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","STCA",3591,4869.10669850242,0.737506943748938,0.74,"+",76,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","THCA",4193,5094.63741080033,0.823022260840602,0.82,"+",42,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16+ NK","UECA",87,292.038121690544,0.297906312697727,0.3,"+",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","BRCA",2319,2025.43590753554,1.14493872226332,1.14,"++",52,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","COCA",1751,1401.96763094349,1.24895893553664,1.25,"++",57,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","HNCA",1504,2865.49645908456,0.524865419125481,0.52,"+",52,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","KICA",1259,752.59369348883,1.67288141116836,1.67,"++",16,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","LICA",3063,1642.16910849062,1.86521594162451,1.87,"++",53,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","LUCA",3614,4731.06663986616,0.763886936097404,0.76,"+",78,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","OVCA",5162,2949.82079529827,1.74993681251001,1.75,"++",72,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","PACA",2597,2405.03643109292,1.07981732269222,1.08,"++",35,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","PRCA",2309,3139.86278952669,0.735382452921793,0.74,"+",45,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","SKCA",82,67.0001773164842,1.22387735800552,1.22,"++",9,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","STCA",4167,3695.8474239028,1.12748160896741,1.13,"++",78,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","THCA",1800,3867.03428705238,0.465472986889919,0.47,"+",43,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD16- NK","UECA",138,221.66865640126,0.622550802808111,0.62,"+",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","BRCA",3490,1952.82915083,1.78715070825149,1.79,"++",54,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","COCA",1977,1351.71063574051,1.46259114023834,1.46,"++",59,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","HNCA",3943,2762.77565539421,1.42718790514222,1.43,"++",52,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","KICA",328,725.615112237274,0.452030276751933,0.45,"+",18,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","LICA",720,1583.30149757983,0.454745985588065,0.45,"+",45,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","LUCA",3809,4561.46986161193,0.835037853051599,0.84,"+",76,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","OVCA",2491,2844.07717733814,0.875855275605215,0.88,"+",65,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","PACA",1603,2318.8219553,0.69129930236175,0.69,"+",35,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","PRCA",2008,3027.30664652568,0.66329587136622,0.66,"+",42,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","SKCA",177,64.5983903453205,2.74000635393266,2.74,"++",14,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","STCA",3301,3563.36063736478,0.926372695872062,0.93,"+",75,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","THCA",4597,3728.4108842543,1.23296496623103,1.23,"++",40,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 CXCL13+ T","UECA",254,213.722395478024,1.1884575756878,1.19,"++",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","BRCA",533,210.811370453389,2.52832662134725,2.53,"++",43,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","COCA",87,145.919560579974,0.596218900702611,0.6,"+",25,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","HNCA",608,298.246532176851,2.03858195956986,2.04,"++",42,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","KICA",53,78.3314383480059,0.676612112808844,0.68,"+",14,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","LICA",187,170.920204874985,1.09407778990656,1.09,"++",38,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","LUCA",213,492.418761979014,0.432558660323908,0.43,"+",57,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","OVCA",325,307.023175670554,1.05855201090336,1.06,"++",52,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","PACA",248,250.320942836414,0.990728131613299,0.99,"+",25,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","PRCA",40,326.803121852971,0.122397851566412,0.12,"±",21,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","SKCA",80,6.97351081224485,11.4719833601645,11.47,"+++",14,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","STCA",420,384.671100932333,1.09184183314535,1.09,"++",46,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","THCA",295,402.488567824232,0.732940072297476,0.73,"+",32,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Cycling Treg","UECA",9,23.0717116590326,0.390088092856192,0.39,"+",3,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","BRCA",4721,6074.53848579844,0.777178383351615,0.78,"+",60,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","COCA",3606,4204.67826126975,0.857616154181329,0.86,"+",60,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","HNCA",7641,8593.98633986291,0.889110093712563,0.89,"+",50,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","KICA",1219,2257.1236829852,0.540067878951051,0.54,"+",22,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","LICA",4084,4925.07287572145,0.829226308534928,0.83,"+",54,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","LUCA",18580,14189.0672895754,1.30945886863547,1.31,"++",77,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","OVCA",6921,8846.88569042437,0.782309192430406,0.78,"+",71,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","PACA",6112,7213.00847193797,0.847357940002231,0.85,"+",35,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","PRCA",9791,9416.84566968781,1.03973244793812,1.04,"++",46,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","SKCA",51,200.942006681177,0.253804571987373,0.25,"+",7,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","STCA",6228,11084.313915148,0.561875100946819,0.56,"+",78,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","THCA",19602,11597.7249713045,1.69015906554949,1.69,"++",43,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tcm/Tn","UECA",713,664.812339603028,1.07248310166106,1.07,"++",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","BRCA",8616,8322.48994574928,1.03526709628536,1.04,"++",60,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","COCA",6703,5760.66686157944,1.16358056472687,1.16,"++",60,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","HNCA",8320,11774.2878861709,0.706624475334254,0.71,"+",53,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","KICA",1720,3092.39775200598,0.556202706745686,0.56,"+",21,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","LICA",7313,6747.65162589741,1.08378446390634,1.08,"++",56,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","LUCA",21498,19439.8916284963,1.10587036238859,1.11,"++",78,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","OVCA",10819,12120.7754929669,0.892599653073167,0.89,"+",71,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","PACA",10051,9882.2635870448,1.01707467236316,1.02,"++",35,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","PRCA",14639,12901.6555891239,1.13466057893692,1.13,"++",46,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","SKCA",171,275.302861969269,0.621134116720836,0.62,"+",9,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","STCA",15871,15186.189260306,1.04509431088706,1.05,"++",78,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","THCA",15511,15889.5938667446,0.976173471145981,0.98,"+",42,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tem/Effector","UECA",1072,910.833641945229,1.1769437915255,1.18,"++",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","BRCA",56,65.5298094727609,0.854572910413813,0.85,"+",24,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","COCA",80,45.3584689601403,1.76372796159195,1.76,"++",34,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","HNCA",85,92.708654127278,0.916850760052077,0.92,"+",19,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","KICA",12,24.3489913263814,0.492833556805219,0.49,"+",5,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","LICA",45,53.1298119091706,0.846982106334779,0.85,"+",20,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","LUCA",178,153.066258161973,1.16289508959998,1.16,"++",45,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","OVCA",88,95.4368360783549,0.922075831681499,0.92,"+",30,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","PACA",53,77.8111904297827,0.681135961386268,0.68,"+",21,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","PRCA",97,101.585347432024,0.954862117933962,0.95,"+",28,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","SKCA",0,2.16768589806062,0,0,"−",0,0,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","STCA",85,119.573360296267,0.710860678243006,0.71,"+",31,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","THCA",168,125.111843387584,1.34279853490411,1.34,"++",23,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Tfh","UECA",16,7.1717425202222,2.23097803007912,2.23,"++",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","BRCA",98,71.2458053146217,1.37551957714888,1.38,"++",21,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","COCA",28,49.3149709255108,0.567778901102738,0.57,"+",18,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","HNCA",38,100.795390312835,0.377001367642516,0.38,"+",15,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","KICA",20,26.4728908813306,0.755489836363302,0.76,"+",8,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","LICA",52,57.7641880258584,0.900211736322199,0.9,"+",19,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","LUCA",252,166.417832082643,1.51426080274172,1.51,"++",52,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","OVCA",73,103.761544521327,0.703536173606166,0.7,"+",31,5,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","PACA",120,84.5984593769288,1.41846554752657,1.42,"++",28,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","PRCA",92,110.446374622357,0.832983430325991,0.83,"+",35,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","SKCA",2,2.35676753402852,0.848619972535567,0.85,"+",2,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","STCA",169,130.003435337686,1.29996564753092,1.3,"++",54,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","THCA",100,136.02502598837,0.735158837672633,0.74,"+",25,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th1","UECA",3,7.79731507650326,0.384747822880765,0.38,"+",2,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","BRCA",256,504.028347626937,0.507907940506318,0.51,"+",35,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","COCA",807,348.878691160706,2.31312493553316,2.31,"++",55,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","HNCA",377,713.076844362148,0.528694772492899,0.53,"+",38,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","KICA",105,187.282428613196,0.560650568115293,0.56,"+",17,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","LICA",732,408.652665432219,1.79125223428015,1.79,"++",42,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","LUCA",849,1177.32271464769,0.721127681847247,0.72,"+",70,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","OVCA",502,734.060898060618,0.683866967068099,0.68,"+",60,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","PACA",458,598.491679660852,0.765257088050974,0.77,"+",33,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","PRCA",1558,781.352719033233,1.99397783107188,1.99,"++",42,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","SKCA",13,16.672948543027,0.7797061189538,0.78,"+",4,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","STCA",1064,919.709117045122,1.15688752050046,1.16,"++",75,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","THCA",601,962.308851476464,0.624539615402986,0.62,"+",37,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Th17","UECA",85,55.1620943377838,1.54091321260401,1.54,"++",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","BRCA",6401,4650.16676006237,1.3765097748697,1.38,"++",55,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","COCA",5047,3218.75565247052,1.56799724642852,1.57,"++",60,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","HNCA",11500,6578.84869895722,1.74802621647505,1.75,"++",52,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","KICA",1056,1727.86814150668,0.611157746724344,0.61,"+",19,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","LICA",2862,3770.23048435825,0.759104784673968,0.76,"+",57,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","LUCA",7550,10861.9822263912,0.695084915684716,0.7,"+",77,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","OVCA",6954,6772.44762937336,1.02680749716531,1.03,"++",70,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","PACA",4240,5521.68569096579,0.767881447315482,0.77,"+",34,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","PRCA",5530,7208.76208459214,0.767122001684548,0.77,"+",46,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","SKCA",338,153.82466377546,2.19730693182845,2.2,"++",14,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","STCA",7126,8485.23854887438,0.839811392332076,0.84,"+",78,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","THCA",9211,8878.26380226099,1.03747762007863,1.04,"++",42,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Treg","UECA",522,508.925616411656,1.02569016604141,1.03,"++",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","BRCA",813,685.375120466924,1.18621171927882,1.19,"++",53,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","COCA",707,474.403426133472,1.49029277836853,1.49,"++",54,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","HNCA",1229,969.63817691583,1.26748309757062,1.27,"++",49,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","KICA",114,254.665670445809,0.447645730185916,0.45,"+",12,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","LICA",309,555.683764848564,0.55607167159942,0.56,"+",45,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","LUCA",1462,1600.91729201183,0.913226440425757,0.91,"+",75,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","OVCA",768,998.172183781091,0.769406333375074,0.77,"+",66,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","PACA",885,813.825867091143,1.0874562185683,1.09,"++",35,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","PRCA",909,1062.47935548842,0.855546035134146,0.86,"+",41,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","SKCA",16,22.6717885412944,0.705722884229339,0.71,"+",10,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","STCA",1511,1250.61566449014,1.20820492090671,1.21,"++",74,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","THCA",1287,1308.54256137045,0.983536980755222,0.98,"+",39,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD4 Unassigned T","UECA",62,75.0091284150343,0.826566063492256,0.83,"+",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","BRCA",2604,1331.82703115356,1.95520885151621,1.96,"++",49,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","COCA",655,921.864957931326,0.710516214294365,0.71,"+",51,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","HNCA",2935,1884.20953123477,1.55768238688221,1.56,"++",50,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","KICA",987,494.868596303154,1.99446884965674,1.99,"++",21,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","LICA",1382,1079.80963518825,1.27985522166513,1.28,"++",56,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","LUCA",2052,3110.91672351623,0.659612642308423,0.66,"+",76,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","OVCA",1984,1939.65706721242,1.02286122301573,1.02,"++",69,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","PACA",1571,1581.43366468505,0.993402401303294,0.99,"+",34,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","PRCA",260,2064.61933534743,0.125931204628696,0.13,"±",41,2,106037.802042696,252,0
