"Figure","Major_cell_type","Cell_subtype","Cancer_type","Observed_cell_count","Expected_cell_count","Ro_e","Ro_e_display","Ro_e_symbol","N_samples","N_datasets","Chi_square_statistic","Chi_square_df","Chi_square_p_value"
"Supplementary Fig. 6e","Endothelial","HMGB2+ cycEC","PRCA",5,103.958184815541,0.0480962610964379,0.05,"±",4,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMGB2+ cycEC","SKCA",15,3.25358670468722,4.61029668531363,4.61,"+++",5,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMGB2+ cycEC","STCA",163,73.1361054179291,2.22872135545846,2.23,"++",28,4,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMGB2+ cycEC","THCA",12,37.9991088932454,0.315796879177161,0.32,"+",5,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMGB2+ cycEC","UECA",1,31.3440451791125,0.0319039866834545,0.03,"±",1,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","BRCA",8816,2614.77802530743,3.37160551093566,3.37,"+++",24,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","COCA",3,383.135626448049,0.00783012539922801,0.01,"±",3,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","HNCA",17,1602.57512029941,0.0106079270697924,0.01,"±",8,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","KICA",3,872.273926216361,0.00343928657023261,0,"±",2,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","LICA",4,798.017554803065,0.00501242106257565,0.01,"±",1,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","LUCA",10,503.580823382641,0.0198577855543192,0.02,"±",5,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","OVCA",1326,871.320174656924,1.52182864412855,1.52,"++",7,4,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","PACA",18,675.664854749599,0.0266404266456493,0.03,"±",7,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","PRCA",4,1628.19016218143,0.00245671549485402,0,"±",4,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","SKCA",0,50.9575833184815,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","STCA",5,1145.45562288362,0.0043650752592342,0,"±",5,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","THCA",0,595.140973088576,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","HMOX1+ iEC","UECA",2026,490.909552664409,4.1270331550973,4.13,"+++",6,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","BRCA",680,1710.33673810373,0.397582525622367,0.4,"+",41,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","COCA",166,250.610541792907,0.66238235156594,0.66,"+",25,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","HNCA",4162,1048.25077971841,3.9704239486643,3.97,"+++",24,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","KICA",10,570.557855106042,0.0175267063813212,0.02,"±",3,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","LICA",43,521.986466316165,0.082377614698453,0.08,"±",14,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","LUCA",380,329.39422562823,1.15363285217054,1.15,"++",21,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","OVCA",278,569.934002405988,0.487775775487016,0.49,"+",24,7,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","PACA",195,441.955077080734,0.441221314365347,0.44,"+",15,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","PRCA",64,1065.00568080556,0.0600935761690876,0.06,"±",3,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","SKCA",198,33.3315585457138,5.94031628399391,5.94,"+++",10,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","STCA",45,749.247092764213,0.0600602931056837,0.06,"±",11,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","THCA",1587,389.284084833363,4.07671431180993,4.08,"+++",19,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Lymphatic EC","UECA",193,321.105896898949,0.601047822116879,0.6,"+",6,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","BRCA",254,425.393089467118,0.597094796058349,0.6,"+",41,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","COCA",160,62.3315808233826,2.56691708900119,2.57,"++",26,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","HNCA",198,260.719791481019,0.759436017017582,0.76,"+",15,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","KICA",261,141.908527891641,1.83921293440021,1.84,"++",14,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","LICA",146,129.82790500802,1.12456563164122,1.12,"++",28,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","LUCA",68,81.9265728034218,0.830011529509017,0.83,"+",19,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","OVCA",422,141.753363927999,2.97700166194538,2.98,"++",27,6,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","PACA",132,109.922585100695,1.20084512094654,1.2,"++",17,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","PRCA",33,264.887052218856,0.124581400727487,0.12,"±",14,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","SKCA",2,8.29018891463197,0.241249025878053,0.24,"+",2,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","STCA",273,186.351920335056,1.4649701463186,1.46,"++",31,4,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","THCA",34,96.8223133131349,0.351158724023046,0.35,"+",6,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","PGF+ Tip EC","UECA",7,79.8651087150241,0.0876477865318823,0.09,"±",3,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","BRCA",73,1743.89790144359,0.0418602487792266,0.04,"±",14,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","COCA",7,255.528158973445,0.0273942411205156,0.03,"±",3,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","HNCA",8,1068.82013010159,0.00748488896746325,0.01,"±",3,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","KICA",4,581.753653537694,0.00687576257695273,0.01,"±",3,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","LICA",6,532.229170379611,0.0112733392566975,0.01,"±",3,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","LUCA",8,335.857779361968,0.0238196060701577,0.02,"±",6,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","OVCA",64,581.117559258599,0.110132621154405,0.11,"±",7,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","PACA",38,450.6273614329,0.0843268812598685,0.08,"±",6,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","PRCA",7895,1085.90380502584,7.27044141797819,7.27,"+++",46,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","SKCA",1,33.9856086259134,0.0294242192631359,0.03,"±",1,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","STCA",17,763.949229192657,0.0222527876858592,0.02,"±",4,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","THCA",0,396.922830155053,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","SPRY1+ EC","UECA",37,327.406812511139,0.11300925511054,0.11,"±",3,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","BRCA",0,307.180838977009,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","COCA",0,45.0102922830155,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","HNCA",0,188.268512742827,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","KICA",17,102.473645517733,0.165896313282405,0.17,"±",1,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","LICA",0,93.7501002495099,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","LUCA",1420,59.1600427731242,24.0026871759648,24,"+++",32,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","OVCA",0,102.361599982178,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","PACA",0,79.3762586882909,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","PRCA",0,191.277735697737,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","SKCA",0,5.98643289966138,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","STCA",0,134.566688201747,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","THCA",0,69.9164141864195,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","TMEM100+ EC","UECA",0,57.6714378007485,0,0,"−",0,0,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","BRCA",908,2238.33720593477,0.405658270609322,0.41,"+",57,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","COCA",361,327.976875779718,1.10068735529532,1.1,"++",35,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","HNCA",616,1371.8577570843,0.449026144889268,0.45,"+",22,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","KICA",3017,746.695575654963,4.04046856358248,4.04,"+++",17,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","LICA",1257,683.129644893958,1.84006068159306,1.84,"++",45,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","LUCA",186,431.081981821422,0.431472452673866,0.43,"+",28,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","OVCA",775,745.879132507574,1.03904234107546,1.04,"++",30,6,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","PACA",594,578.391652557476,1.02698577576891,1.03,"++",26,4,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","PRCA",806,1393.78508732846,0.578281406027166,0.58,"+",28,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","SKCA",13,43.6213910176439,0.298018923668477,0.3,"+",5,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","STCA",1256,980.548220014258,1.28091609812084,1.28,"++",51,4,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","THCA",609,509.460523970772,1.1953821176436,1.2,"++",19,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Tip EC","UECA",73,420.234951434682,0.173712347701632,0.17,"±",3,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","BRCA",997,1292.85296738549,0.771162711577489,0.77,"+",53,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","COCA",243,189.437889859205,1.28274232879496,1.28,"++",25,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","HNCA",800,792.37854214935,1.00961845563104,1.01,"++",19,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","KICA",472,431.287827481732,1.094396757627,1.09,"++",13,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","LICA",388,394.572446979148,0.983342863827754,0.98,"+",33,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","LUCA",280,248.990910711103,1.12453904120571,1.12,"++",30,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","OVCA",1069,430.816253787204,2.48133627875614,2.48,"++",28,5,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","PACA",315,334.076278738193,0.942898433824024,0.94,"+",22,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","PRCA",660,805.043664230975,0.819831307697417,0.82,"+",25,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","SKCA",31,25.1955088219569,1.23037800978977,1.23,"++",7,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","STCA",337,566.360007128854,0.595027889960684,0.6,"+",37,4,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","THCA",446,294.261985385849,1.51565619125143,1.52,"++",20,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous EC","UECA",10,242.725717340938,0.0411987658726488,0.04,"±",2,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","BRCA",2651,2001.69893958296,1.32437498345896,1.32,"++",54,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","COCA",304,293.30297629656,1.03647090063152,1.04,"++",39,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","HNCA",1648,1226.82418463732,1.34330576511026,1.34,"++",21,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","KICA",467,667.754500089111,0.699358821150108,0.7,"+",14,3,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","LICA",196,610.908795223668,0.32083348861959,0.32,"+",22,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","LUCA",572,385.507752628765,1.48375745001119,1.48,"++",37,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","OVCA",571,667.024371769738,0.856040684817906,0.86,"+",29,5,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","PACA",847,517.243762252718,1.63752578921613,1.64,"++",20,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","PRCA",476,1246.43334521476,0.38188965485193,0.38,"+",28,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","SKCA",71,39.009713063625,1.82005952938435,1.82,"++",8,1,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","STCA",1295,876.884111566566,1.47682000724869,1.48,"++",47,4,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","THCA",79,455.60007128854,0.173397690164029,0.17,"±",16,2,176281.466303583,156,0
"Supplementary Fig. 6e","Endothelial","Venous iEC","UECA",187,375.807476385671,0.49759520964956,0.5,"+",5,1,176281.466303583,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","BRCA",182,917.810924271207,0.198297923011233,0.2,"±",21,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","COCA",859,232.473240460611,3.69504893680674,3.7,"+++",48,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","HNCA",128,241.932204085462,0.529073839027997,0.53,"+",11,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","KICA",27,95.5964727127747,0.282437199133101,0.28,"+",1,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","LICA",17,29.9931283566688,0.566796494111631,0.57,"+",6,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","LUCA",43,103.677660123361,0.414747014437211,0.41,"+",14,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","OVCA",484,1560.62301531462,0.310132552993541,0.31,"+",31,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","PACA",334,367.01838692277,0.910036150505675,0.91,"+",14,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","PRCA",4,73.8435059452614,0.0541686089900054,0.05,"±",4,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","SKCA",9,28.8803091066864,0.31163101360007,0.31,"+",1,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","STCA",2286,307.191104388002,7.44162173756386,7.44,"+++",46,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","THCA",34,192.014312014822,0.177070134216742,0.18,"±",2,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","CXCL14+ mCAF","UECA",112,367.945736297756,0.304392710531004,0.3,"+",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","BRCA",8844,5726.62023030559,1.54436642283298,1.54,"++",77,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","COCA",688,1450.50132507798,0.474318766970456,0.47,"+",46,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","HNCA",925,1509.51989962241,0.612777612425896,0.61,"+",14,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","KICA",154,596.467834611506,0.258186596265168,0.26,"+",13,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","LICA",117,187.140129928,0.625199950673403,0.63,"+",19,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","LUCA",193,646.88986608504,0.298350631411234,0.3,"+",30,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","OVCA",9864,9737.40352728723,1.0130010502654,1.01,"++",61,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","PACA",1057,2289.98681957832,0.461574709060831,0.46,"+",23,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","PRCA",532,460.741644972912,1.15466011332941,1.15,"++",29,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","SKCA",69,180.196768216891,0.38291474748842,0.38,"+",3,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","STCA",1415,1916.69846853819,0.738248620336811,0.74,"+",51,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","THCA",704,1198.06053143835,0.58761638625621,0.59,"+",13,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","Fibroblast","UECA",3634,2295.77295433758,1.5829091431424,1.58,"++",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","BRCA",1431,1284.00103191913,1.11448508562423,1.11,"++",45,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","COCA",185,325.225896479749,0.568835391038794,0.57,"+",29,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","HNCA",286,338.458817045428,0.845006794317351,0.85,"+",14,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","KICA",57,133.737751823448,0.426207254293071,0.43,"+",4,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","LICA",17,41.959848964563,0.405149218109848,0.41,"+",4,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","LUCA",116,145.043188161073,0.799761791440904,0.8,"+",17,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","OVCA",2349,2183.28362531954,1.07590235769583,1.08,"++",61,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","PACA",502,513.452144750111,0.977695789437816,0.98,"+",17,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","PRCA",24,103.305741222824,0.232320098727461,0.23,"+",9,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","SKCA",9,40.4030347803654,0.222755544204162,0.22,"+",2,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","STCA",318,429.754848847299,0.739956747091856,0.74,"+",30,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","THCA",77,268.624580782851,0.286645398479913,0.29,"+",7,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","HSP+ tCAF","UECA",951,514.749489903609,1.8475006166166,1.85,"++",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","BRCA",1763,1409.5171087502,1.25078297315825,1.25,"++",50,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","COCA",414,357.017988226741,1.15960543628706,1.16,"++",37,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","HNCA",335,371.544478059992,0.90164171393205,0.9,"+",11,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","KICA",63,146.811135345576,0.429122762736666,0.43,"+",2,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","LICA",12,46.0615868101972,0.260520768627611,0.26,"+",7,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","LUCA",222,159.221721897793,1.39428212026563,1.39,"++",22,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","OVCA",2228,2396.70806069561,0.929608422710173,0.93,"+",56,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","PACA",557,563.644081709233,0.988212274510032,0.99,"+",14,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","PRCA",54,113.404277773869,0.476172513594923,0.48,"+",11,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","SKCA",12,44.3525880062853,0.270559183565555,0.27,"+",5,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","STCA",467,471.765050775112,0.989899525691267,0.99,"+",39,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","THCA",90,294.883674570229,0.305205095301285,0.31,"+",8,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","IL6+ iCAF","UECA",723,565.06824737916,1.27949146559436,1.28,"++",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","BRCA",958,1045.96730692559,0.915898607592099,0.92,"+",58,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","COCA",131,264.934097891602,0.494462589159056,0.49,"+",33,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","HNCA",673,275.713841788034,2.44093657262734,2.44,"++",23,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","KICA",143,108.944862684397,1.31259057542032,1.31,"++",5,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","LICA",22,34.181148713619,0.643629627088408,0.64,"+",9,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","LUCA",88,118.154447805999,0.744787874126325,0.74,"+",27,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","OVCA",1938,1778.5369614672,1.08965967083487,1.09,"++",62,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","PACA",306,418.266141326016,0.731591610618774,0.73,"+",20,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","PRCA",7,84.1544712587068,0.083180369329167,0.08,"±",5,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","SKCA",85,32.9129435493328,2.58257058875924,2.58,"++",8,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","STCA",183,350.085016065105,0.522730170108074,0.52,"+",24,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","THCA",194,218.825781561481,0.886550015339457,0.89,"+",10,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","ISG15+ mCAF","UECA",422,419.322978962921,1.00638415057457,1.01,"++",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","BRCA",1829,2402.88139965759,0.761169486043145,0.76,"+",59,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","COCA",1305,608.628215952532,2.14416611947183,2.14,"++",32,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","HNCA",494,633.392322756162,0.779927356634816,0.78,"+",14,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","KICA",435,250.27702338235,1.73807405139004,1.74,"++",5,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","LICA",12,78.5237224137527,0.152820060373224,0.15,"±",2,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","LUCA",571,271.434033396656,2.10364187885599,2.1,"++",30,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","OVCA",4079,4085.80015361524,0.998335661716294,1,"+",46,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","PACA",986,960.875090879242,1.02614794509635,1.03,"++",16,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","PRCA",140,193.326514458594,0.724163472310388,0.72,"+",19,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","SKCA",82,75.6102980839138,1.08450835505231,1.08,"++",10,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","STCA",584,804.243849527428,0.726147921856235,0.73,"+",37,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","THCA",915,502.704431389104,1.82015503120117,1.82,"++",20,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","PI16+ iCAF","UECA",399,963.302944487441,0.414199917360682,0.41,"+",5,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","BRCA",535,982.599967166209,0.544473863094994,0.54,"+",46,2,61217.1278683124,156,0
