"category","sample_id","Region","value"
"Epi-Epi","GSM6433592_094B","Boundary",0.281609195402298
"Epi-Epi","GSM6433592_094B","Normal",0.341226087435911
"Epi-Epi","GSM6433593_094C","Malignant",0.721014492753623
"Epi-Epi","GSM6433593_094C","Boundary",0.615900383141762
"Epi-Epi","GSM6433593_094C","Normal",0.425889181508071
"Epi-Epi","GSM6433594_094D","Malignant",0
"Epi-Epi","GSM6433594_094D","Boundary",0.764705882352941
"Epi-Epi","GSM6433594_094D","Normal",0.379326490185485
"Epi-Epi","GSM6433595_095A","Malignant",0.496240601503759
"Epi-Epi","GSM6433595_095A","Boundary",0
"Epi-Epi","GSM6433595_095A","Normal",0.289428116628489
"Epi-Epi","GSM6433596_095B","Malignant",0.246912550066755
"Epi-Epi","GSM6433596_095B","Boundary",0.603174603174603
"Epi-Epi","GSM6433596_095B","Normal",0.185781799899446
"Epi-Epi","GSM6433597_117B","Malignant",0.195121951219512
"Epi-Epi","GSM6433597_117B","Boundary",0.375
"Epi-Epi","GSM6433597_117B","Normal",0.487463279294962
"Epi-Epi","GSM6433598_117C","Malignant",0.412342009002456
"Epi-Epi","GSM6433598_117C","Boundary",0.568965517241379
"Epi-Epi","GSM6433598_117C","Normal",0.337628865979381
"Epi-Epi","GSM6433599_117D","Malignant",0.432848819286022
"Epi-Epi","GSM6433599_117D","Boundary",0.831775700934579
"Epi-Epi","GSM6433599_117D","Normal",0.519531505594451
"Epi-Epi","GSM6433600_117E","Malignant",0.392006402410319
"Epi-Epi","GSM6433600_117E","Boundary",0
"Epi-Epi","GSM6433600_117E","Normal",0
"Epi-Epi","GSM6433601_118B","Malignant",0.342465753424657
"Epi-Epi","GSM6433601_118B","Boundary",0
"Epi-Epi","GSM6433601_118B","Normal",0.301894940052834
"Epi-Epi","GSM6433602_118C","Malignant",0
"Epi-Epi","GSM6433602_118C","Boundary",0
"Epi-Epi","GSM6433602_118C","Normal",0.253823110085203
"Epi-Epi","GSM6433603_118D","Malignant",0
"Epi-Epi","GSM6433603_118D","Boundary",0.459016393442622
"Epi-Epi","GSM6433603_118D","Normal",0.352394376248929
"Epi-Epi","GSM6433604_118E","Malignant",0.28235294117647
"Epi-Epi","GSM6433604_118E","Boundary",0.35576923076923
"Epi-Epi","GSM6433604_118E","Normal",0.328861644160151
"Epi-Epi","GSM6433605_119B","Malignant",1
"Epi-Epi","GSM6433605_119B","Boundary",1
"Epi-Epi","GSM6433605_119B","Normal",0.521562776304155
"Epi-Epi","GSM6433606_119C","Malignant",0.2
"Epi-Epi","GSM6433606_119C","Boundary",0.529914529914529
"Epi-Epi","GSM6433606_119C","Normal",0.366210526315789
"Epi-Epi","GSM6433607_119D","Malignant",0.387807865892972
"Epi-Epi","GSM6433607_119D","Boundary",1
"Epi-Epi","GSM6433607_119D","Normal",0.183628522607068
"Epi-Epi","GSM6433608_119E","Malignant",0.29701740145819
"Epi-Epi","GSM6433608_119E","Boundary",0.528846153846153
"Epi-Epi","GSM6433608_119E","Normal",0.21491559186822
"Epi-Epi","GSM6433609_120B","Malignant",0.387211221122112
"Epi-Epi","GSM6433609_120B","Boundary",0.55875353996224
"Epi-Epi","GSM6433609_120B","Normal",0.43059826774227
"Epi-Epi","GSM6433610_120C","Malignant",0.349646389941758
"Epi-Epi","GSM6433610_120C","Boundary",0.2
"Epi-Epi","GSM6433610_120C","Normal",0.316417700570044
"Epi-Epi","GSM6433611_120D","Malignant",0.389285714285714
"Epi-Epi","GSM6433611_120D","Boundary",0.544720880024673
"Epi-Epi","GSM6433611_120D","Normal",0.68013845057518
"Epi-Epi","GSM6433613_395A","Malignant",0.305249530485073
"Epi-Epi","GSM6433613_395A","Boundary",0.423728813559322
"Epi-Epi","GSM6433613_395A","Normal",0.345847176079734
"Epi-Epi","GSM6433614_395B","Malignant",0
"Epi-Epi","GSM6433614_395B","Boundary",0
"Epi-Epi","GSM6433614_395B","Normal",0.272971458343366
