global_anno,gene,sub_anno,median_pearson_r,is_designated
Epithelial,CLU,Epi_Squamous,-0.01199748120146325,False
Epithelial,CLU,Epi_Hypox-Stress,0.0741266397195497,False
Epithelial,CLU,Epi_cEMT,0.117852198404228,False
Epithelial,CLU,Epi_ER-Stress,0.07074470468073546,True
Epithelial,CLU,Epi_Basal,-0.00524729022466315,False
Epithelial,CLU,Epi_Hypox-Adapt,0.0595267116781249,False
Epithelial,CLU,Epi_Ciliated,0.039544089402077806,False
Epithelial,CLU,Epi_Oxphos-Ion,0.032148825411745005,False
Epithelial,CLU,Epi_Oxphos-Metal,0.01469972589512765,False
Epithelial,CALD1,Epi_Cycle,-0.0470131009011773,False
Epithelial,CALD1,Epi_Luminal,-0.026598751233294853,False
Epithelial,CALD1,Epi_Hormonal,-0.05196251181142855,False
Epithelial,CALD1,Epi_Xenobiotic,0.006186111521503,False
Epithelial,CALD1,Epi_TNFinfla,-0.0047123399577577,False
Epithelial,CALD1,Epi_Interferon,0.02114922799607445,False
Epithelial,CALD1,Epi_Glandular,-0.0446155554094759,False
Epithelial,CALD1,Epi_Squamous,-0.0002825872571169,False
Epithelial,CALD1,Epi_Hypox-Stress,-0.03551088838712945,False
Epithelial,CALD1,Epi_cEMT,-0.00986316473343825,False
Epithelial,CALD1,Epi_ER-Stress,0.01002477318991755,False
Epithelial,CALD1,Epi_Basal,0.18749739767114398,True
Epithelial,CALD1,Epi_Hypox-Adapt,0.09484134059826575,False
Epithelial,CALD1,Epi_Ciliated,0.0382928318187217,False
Epithelial,CALD1,Epi_Oxphos-Ion,0.0018084679641585,False
Epithelial,CALD1,Epi_Oxphos-Metal,0.0331219046619866,False
Epithelial,NDUFA4L2,Epi_Cycle,-0.0234951688247843,False
Epithelial,NDUFA4L2,Epi_Luminal,-0.0007292809613277001,False
Epithelial,NDUFA4L2,Epi_Hormonal,-0.02562687352818655,False
Epithelial,NDUFA4L2,Epi_Xenobiotic,0.0036404367423001002,False
Epithelial,NDUFA4L2,Epi_TNFinfla,0.00832983159301015,False
Epithelial,NDUFA4L2,Epi_Interferon,0.00739600435646315,False
Epithelial,NDUFA4L2,Epi_Glandular,-0.00040229798039045,False
Epithelial,NDUFA4L2,Epi_Squamous,0.02659269439755605,False
Epithelial,NDUFA4L2,Epi_Hypox-Stress,-0.001637375474182,False
Epithelial,NDUFA4L2,Epi_cEMT,-0.00129765479246495,False
Epithelial,NDUFA4L2,Epi_ER-Stress,0.00665136797011875,False
Epithelial,NDUFA4L2,Epi_Basal,0.034869103124349946,False
Epithelial,NDUFA4L2,Epi_Hypox-Adapt,0.08543858511262051,True
Epithelial,NDUFA4L2,Epi_Ciliated,0.014963752532438049,False
Epithelial,NDUFA4L2,Epi_Oxphos-Ion,0.026386245255518803,False
Epithelial,NDUFA4L2,Epi_Oxphos-Metal,0.0471761422788966,False
Epithelial,TPPP3,Epi_Cycle,0.0008471941579127001,False
Epithelial,TPPP3,Epi_Luminal,0.0164681811917877,False
Epithelial,TPPP3,Epi_Hormonal,-0.01402118793166805,False
Epithelial,TPPP3,Epi_Xenobiotic,0.00179469039789955,False
Epithelial,TPPP3,Epi_TNFinfla,0.0028296991741643502,False
Epithelial,TPPP3,Epi_Interferon,-0.00039063453982810003,False
Epithelial,TPPP3,Epi_Glandular,-0.008349782767858499,False
Epithelial,TPPP3,Epi_Squamous,0.010711405732455648,False
Epithelial,TPPP3,Epi_Hypox-Stress,-0.0079997329553018,False
Epithelial,TPPP3,Epi_cEMT,0.007297276144840751,False
Epithelial,TPPP3,Epi_ER-Stress,0.0059771730227605995,False
Epithelial,TPPP3,Epi_Basal,0.04086892469003105,False
Epithelial,TPPP3,Epi_Hypox-Adapt,0.0275701599425083,False
Epithelial,TPPP3,Epi_Ciliated,0.05837702479060445,True
Epithelial,TPPP3,Epi_Oxphos-Ion,0.02606479783942445,False
Epithelial,TPPP3,Epi_Oxphos-Metal,0.02291063974936795,False
Epithelial,SCIN,Epi_Cycle,0.0014451877542848,False
Epithelial,SCIN,Epi_Luminal,0.0113815984565447,False
Epithelial,SCIN,Epi_Hormonal,-9.80129651549976e-05,False
Epithelial,SCIN,Epi_Xenobiotic,0.0059869975600257,False
Epithelial,SCIN,Epi_TNFinfla,-0.0049882859473752,False
Epithelial,SCIN,Epi_Interferon,-0.0016351922396411,False
Epithelial,SCIN,Epi_Glandular,0.0064204642379792,False
Epithelial,SCIN,Epi_Squamous,0.0007021544021457,False
Epithelial,SCIN,Epi_Hypox-Stress,0.0012328718220598,False
Epithelial,SCIN,Epi_cEMT,0.0012837091783464,False
Epithelial,SCIN,Epi_ER-Stress,0.0049967781056674,False
Epithelial,SCIN,Epi_Basal,0.0109464788853402,False
Epithelial,SCIN,Epi_Hypox-Adapt,0.0158081114838417,False
Epithelial,SCIN,Epi_Ciliated,0.0186500280591158,False
Epithelial,SCIN,Epi_Oxphos-Ion,0.0472375629162435,True
Epithelial,SCIN,Epi_Oxphos-Metal,0.0201852339833714,False
Epithelial,GPX3,Epi_Cycle,-0.0915595049322768,False
Epithelial,GPX3,Epi_Luminal,0.024186794287097302,False
Epithelial,GPX3,Epi_Hormonal,0.0027820796548459997,False
Epithelial,GPX3,Epi_Xenobiotic,0.0655120501785133,False
Epithelial,GPX3,Epi_TNFinfla,0.01912530626476425,False
Epithelial,GPX3,Epi_Interferon,0.0063438076329354,False
Epithelial,GPX3,Epi_Glandular,0.0232874713881579,False
Epithelial,GPX3,Epi_Squamous,0.028865456078551947,False
Epithelial,GPX3,Epi_Hypox-Stress,0.00707749730093665,False
Epithelial,GPX3,Epi_cEMT,0.03254921733059405,False
Epithelial,GPX3,Epi_ER-Stress,0.07260819751469991,False
Epithelial,GPX3,Epi_Basal,0.06901905968224775,False
Epithelial,GPX3,Epi_Hypox-Adapt,0.156314093122404,False
Epithelial,GPX3,Epi_Ciliated,0.07967684170593176,False
Epithelial,GPX3,Epi_Oxphos-Ion,0.1006811581200324,False
Epithelial,GPX3,Epi_Oxphos-Metal,0.163057309387925,True
Mural,MYL9,SMC,0.408655645403757,True
Mural,MYL9,Pericyte,0.246586864206029,False
Mural,RGS5,SMC,0.227344937091971,False
Mural,RGS5,Pericyte,0.2402894785288645,True
